work,performance,hpcp_0,hpcp_1,hpcp_2,hpcp_3,hpcp_4,hpcp_5,hpcp_6,hpcp_7,hpcp_8,hpcp_9,hpcp_10,hpcp_11,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
101464,101465,0.35404456,0.3201919,0.5384504,0.38667268,0.45013115,0.29921365,0.37552378,0.42910665,0.32450718,0.40590447,0.32321963,0.3890205,0.28652955900228744,0.2137091505238823,0.20919486502687393,0.25499688146916677,0.2161905773476826,0.21735670909529903,0.25923134524496394,0.2261699417457539,0.1938546363432789,0.21794434034203733,0.326340803135546,0.352669518987309
101464,591892,0.1468901,0.66055614,0.12509042,0.42534533,0.18232885,0.3700492,0.6286411,0.12542287,0.4317062,0.12030801,0.5031774,0.44930553,0.16328872138789688,0.16455112548060608,0.27328725919594216,0.3130079196720937,0.26215604505635814,0.19460599190090203,0.18907240734442463,0.24540495826356776,0.22493572019408758,0.27270280331874724,0.3426019696212059,0.28238178468290787
101628,101629,0.2099005,0.43299583,0.27658278,0.33978283,0.5583506,0.182044,0.48018625,0.18175589,0.47944555,0.39477766,0.21430919,0.53203595,0.27690806306653837,0.2837515398805058,0.24550822269681843,0.22015031996039883,0.20885678874818417,0.23259882176873511,0.23290020889047036,0.23911851238666199,0.2649364362779677,0.24755293922356408,0.2336808030579551,0.23220665681307898
101628,361929,0.30345845,0.32547158,0.27677563,0.55141264,0.21982192,0.3146863,0.41639742,0.30547062,0.3569993,0.22275144,0.57098264,0.29043946,0.3303382421147838,0.2970537526497894,0.2607128083006107,0.273349869125622,0.23243291376155337,0.17882483978861857,0.24301461813888908,0.3060978078883308,0.25610812298910746,0.17793482688175655,0.180805280833984,0.24223049954507597
10178,290228,0.37764502,0.16912594,0.6107295,0.16502818,0.3538314,0.22466555,0.3281721,0.69659406,0.14629987,0.4069647,0.18757199,0.51971966,0.1827793525940187,0.1253161806558418,0.1467129879000499,0.34135479937059343,0.37378324908244587,0.260879070025092,0.1584420316457113,0.23047756416115556,0.29137142994817555,0.21327703544942606,0.22865325887927926,0.2833252269234098
10178,496402,0.2503379,0.26033685,0.7923346,0.17455155,0.40111402,0.21782543,0.36600313,0.3708297,0.1568588,0.6310842,0.22637388,0.32794127,0.3072102922548751,0.1947141555090401,0.1951005327671952,0.20277502471636283,0.1640794159452948,0.2260510226455593,0.316023775784119,0.2650756680515956,0.1952800030943656,0.19788136849492344,0.3341969452148308,0.41121830260841613
10181,10181,0.47388542,0.28601933,0.58733565,0.20548174,0.46526727,0.43173116,0.31918755,0.48265097,0.2062513,0.43433455,0.22733039,0.37725872,0.25251667122271093,0.18365930921690918,0.1747982336249265,0.1870131904399817,0.2136496082909609,0.20057468971985046,0.16487649545465977,0.15020806168254464,0.22036033974134656,0.2664733805064624,0.3532905164415696,0.3382387882150361
10181,330853,0.52298295,0.11562739,0.426329,0.45220253,0.18956003,0.48837307,0.12522253,0.46321046,0.17234716,0.34030443,0.4725536,0.20171785,0.24138545548842485,0.22032600698031368,0.23117627655508002,0.23250694426775934,0.19118991780865038,0.14320324808355855,0.18195528396424554,0.22801985122556964,0.27372332150246226,0.2546051880086126,0.22442612369366868,0.24096495034588064
101890,101890,0.4669366,0.23434061,0.3314866,0.47460112,0.2137749,0.5150991,0.20596837,0.4216767,0.3671461,0.2799673,0.56440204,0.20098802,0.23054922893619795,0.22468411062114882,0.21150090101708383,0.18263860874759077,0.18713748584284046,0.21414264954847545,0.26571019363383286,0.30130198321874996,0.2794959835262687,0.23681979556141228,0.18487264521769972,0.2007193272873731
101890,747055,0.40629476,0.17854752,0.3683757,0.5378674,0.16632584,0.5048917,0.15667225,0.4415637,0.36455494,0.21967654,0.52224016,0.1835205,0.24307973760170648,0.24072656483504393,0.20516827627868328,0.17909767947956418,0.1746844476935832,0.1786272675546938,0.25060933461049834,0.29929369447999327,0.27091676580493806,0.1744453633730671,0.14565578343777355,0.20418086808217317
101988,476431,0.40983042,0.23507494,0.48113254,0.42503017,0.23948623,0.6263811,0.2552189,0.36559075,0.3025847,0.3526893,0.5902538,0.2654452,0.21109994431565504,0.28876995706218606,0.3328982266968275,0.2426121096289839,0.16170975273612997,0.17043410614129192,0.31541405923119353,0.3602852207522398,0.2853387573909392,0.1921053605882871,0.1783986131862441,0.21653219948573896
101988,699862,0.42064783,0.4428578,0.4352557,0.37032014,0.42107484,0.46330568,0.41531307,0.42053962,0.41497666,0.45406437,0.36264822,0.3479774,0.23180264613671656,0.2576646661274957,0.31551854459253137,0.2752136912162042,0.2481894340010566,0.2770838979523146,0.28648801378692557,0.2621612913764637,0.2273138515573116,0.2301683936186106,0.2683974512681515,0.2675614735097542
102094,102105,0.35311794,0.50327134,0.3331094,0.39238605,0.5122644,0.38180932,0.70117116,0.323088,0.39491758,0.48847598,0.45693353,0.49894586,0.2148802277071754,0.2506785171979788,0.3282955572349634,0.3579444060988828,0.27238089146945743,0.24542093541064713,0.27471792936246064,0.2845436413407875,0.271794259009881,0.2591540541078154,0.256190083988294,0.2167262333894984
102094,648542,0.50999206,0.3389414,0.73033166,0.41152602,0.44281408,0.45348433,0.4975343,0.522835,0.42638448,0.6047916,0.46533635,0.42202377,0.302958156173727,0.2603990969278652,0.2736913915553945,0.28877174466593974,0.2795509515708964,0.2764736794162995,0.26132936923436756,0.2314198625725487,0.20424111718898072,0.20445941415222696,0.27842790620028085,0.32127806591538727
10218,108351,0.3887029,0.48516443,0.22074103,0.51850516,0.21413745,0.30284262,0.38740999,0.26465774,0.62216234,0.18627028,0.27795246,0.33114067,0.2571565957719062,0.17702782576276196,0.14257908266402392,0.18964947441102914,0.2899213597092737,0.35764720902582403,0.2710756639959371,0.1946310510175702,0.24055582094134828,0.27818141041559974,0.26682080655738627,0.24580578374285053
10218,34629,0.39559984,0.41731647,0.3515005,0.4883827,0.29387182,0.57360154,0.28539073,0.3908706,0.50257957,0.32840234,0.6011988,0.2921776,0.22835777783551262,0.2651233677443137,0.27806076155291004,0.2550549193993426,0.2784185885503481,0.2953968398428544,0.2933369655029277,0.2991256851019008,0.23669445472553716,0.20916662001701436,0.21073435042147803,0.20999520377504952
102298,102298,0.43008646,0.17522249,0.36975607,0.67828417,0.18265833,0.37620223,0.18414398,0.62828517,0.29637235,0.19812785,0.6434918,0.2051077,0.3439531253399579,0.2726676873172369,0.21223415027788609,0.238792012603019,0.30184289648972235,0.2376940660091675,0.2532293041615968,0.32283436516213826,0.2706533629128121,0.2194805428372664,0.21293602233228962,0.2923219052066615
102298,102299,0.46165013,0.18838963,0.33965683,0.661232,0.18250014,0.42398512,0.18647544,0.47742695,0.34367678,0.21937422,0.47163957,0.23646203,0.39077012789551774,0.3131923293358079,0.2150072889493475,0.22080313559603323,0.2549443242214818,0.20596096282399093,0.22068883698787975,0.2563046570735093,0.24993085983724536,0.18446707452469405,0.1489496040375027,0.26670917241559167
10235,299505,0.38246816,0.34451512,0.3850505,0.37976262,0.48664427,0.34514552,0.40643966,0.36936098,0.39447045,0.43858984,0.35456902,0.49776858,0.2524437437326544,0.26866895306131977,0.23489755860265296,0.21316851318255123,0.22433277223753134,0.24276763440111965,0.250785716330857,0.2841531632276365,0.32809897209639294,0.2612874497187037,0.17336822552097256,0.1794066555019664
10235,798895,0.2987627,0.29520246,0.34365478,0.34803745,0.5844384,0.2545087,0.4212297,0.31455582,0.45484233,0.45078006,0.2684331,0.54910207,0.2506630005567798,0.28610497079815755,0.2512168772150817,0.23162078092617241,0.24483443289956755,0.28568579487327744,0.2670478478316128,0.2852852906420426,0.31447534780939407,0.2372997636465451,0.16205561077340835,0.1753950493946641
102465,102488,0.58908015,0.22595672,0.44427156,0.2557638,0.37809855,0.53834534,0.24149022,0.43764406,0.25003237,0.4939039,0.3926782,0.263896,0.292510248499906,0.33470884863712247,0.3379738037242515,0.31074852332018194,0.2900277117127182,0.30974760292184805,0.2428532946911772,0.17247072661833704,0.1750861024193559,0.22832728582733305,0.2191462941537601,0.1733907969145545
102465,207755,0.5406189,0.2769438,0.4598682,0.34391424,0.41653532,0.5125411,0.24257423,0.36789852,0.28734705,0.49484777,0.37576824,0.26073188,0.24234508599443352,0.3242697618236294,0.334117858897055,0.23985377332382546,0.1843116958688893,0.21351737197970871,0.25758999456058707,0.231828492702037,0.2552290471924115,0.31207899202946643,0.24125481033843674,0.20263780625751748
102490,102490,0.79785866,0.14696054,0.3286304,0.14327627,0.44588903,0.53962964,0.13439816,0.55414945,0.18618043,0.4048987,0.238163,0.25257143,0.06969536721654988,0.242569574614096,0.32629833031181077,0.3203183846273374,0.28219543837907013,0.21127966226190997,0.1685720785222281,0.18357175141878598,0.3315613822850841,0.41807457928118286,0.24623865612385898,0.05974112112310313
102490,402053,0.6029247,0.35220486,0.27474526,0.22408094,0.33729872,0.6309472,0.28005964,0.42564678,0.28469944,0.37911826,0.434853,0.28925562,0.1380741715618506,0.2672311946559319,0.3178444792358198,0.28921373230034536,0.26199412071407563,0.22982478889323377,0.2121687446397329,0.20303236676946737,0.27915338965700753,0.3860847037339842,0.32540147438423467,0.14444799340266973
102506,102506,0.34451705,0.28428417,0.31368604,0.29021013,0.5039831,0.3884029,0.2730521,0.2928139,0.3224538,0.3959509,0.2858334,0.36655265,0.2456728861448333,0.32443959881240503,0.31320581179396356,0.2533939972727048,0.23288863579248475,0.25528540851223125,0.2624508801882011,0.24469288557245852,0.24652466531171216,0.2434078875999828,0.1998874596276324,0.19376739314101515
102506,505525,0.2787889,0.45975593,0.3429189,0.3026786,0.31931886,0.33335343,0.4091369,0.23151053,0.38008466,0.42054567,0.2978813,0.33380806,0.1967559892685215,0.18521391574910856,0.2130814872281388,0.22397796128984107,0.22138161321233732,0.28094602004082114,0.2964061879557181,0.24587640012285356,0.20695284997495084,0.2230466379124487,0.2746807797325329,0.2488269141949775
102527,102528,0.42172727,0.3788278,0.4661817,0.44970292,0.25868893,0.5937301,0.28030017,0.3218967,0.5196861,0.3922498,0.63520336,0.24864997,0.19137388913008344,0.21232505720554234,0.23513463716226027,0.1829110559455444,0.17230065398609654,0.2441787725421789,0.3609984041735714,0.43692504497787205,0.3451065768487931,0.17899208599871852,0.16743384836128775,0.17889559774031033
102527,413886,0.4933155,0.33415243,0.6606119,0.22065182,0.46392125,0.430443,0.365881,0.6868698,0.288373,0.48563257,0.33569914,0.446917,0.28788508972268717,0.22190201384119468,0.22123706473860558,0.2512880655030015,0.31377116536866106,0.2815468262789998,0.23498445596998013,0.23243946020418002,0.2604470254290791,0.2628585947751894,0.28352061795619576,0.3259417933916214
102643,102643,0.59147453,0.3102462,0.16208012,0.574764,0.17983462,0.55669093,0.19526908,0.27471748,0.60763866,0.17346191,0.36137986,0.18949832,0.2715094621593264,0.2920004522338582,0.282704304009836,0.23959542098082304,0.26239608959463867,0.3053848553959613,0.2525949239560559,0.19087379190170248,0.23710628289303998,0.293561857757651,0.22892969861425894,0.20799875214524666
102643,495179,0.76341546,0.08265167,0.34848678,0.11647361,0.46175984,0.34369186,0.09987729,0.6879035,0.08838958,0.484749,0.12641989,0.22339122,0.2597077318142882,0.3323099592932708,0.22496206020752071,0.22920726574378092,0.3013286628178507,0.26418313646633657,0.21528874320748112,0.1382743199319822,0.18324062588552492,0.2930123400084744,0.22550829797248648,0.18751877067968478
10267,10271,0.6760247,0.46984473,0.48863518,0.53670424,0.53252167,0.5553117,0.47135407,0.5606834,0.50035816,0.51423204,0.54648197,0.48736516,0.27395484358880606,0.3264872187872232,0.3150315642447939,0.3151180464362311,0.271451854482508,0.23189550485782412,0.24582030910950384,0.2598768669651751,0.28144045178599136,0.31416640722371947,0.2587656469479174,0.22197836303001786
10267,157367,0.34753796,0.31246966,0.4276537,0.28758383,0.5017888,0.32854888,0.36111045,0.35927933,0.34352836,0.45100704,0.32250443,0.43063277,0.29997971455555883,0.307340482223802,0.2386169695677079,0.2062332460831674,0.21194064284211364,0.2335358050322455,0.23302960042510082,0.22746235907659648,0.22930661285769782,0.212219684209671,0.230945757775341,0.2534060138891513
102758,102758,0.41347945,0.28139132,0.68486255,0.22159313,0.47553825,0.35263324,0.34415066,0.5525396,0.24451713,0.47630522,0.27864134,0.3778319,0.2659834279409462,0.22882589723795188,0.21215775978316423,0.2365955620721652,0.30289161816210725,0.28024120519278023,0.23798379823573879,0.22476272202131617,0.2574378349044508,0.2569384637604092,0.2959451651483611,0.3240982401776271
